Maintenance_ID,Aircraft_ID,Aircraft_Type,Maintenance_Type,Maintenance_Category,Scheduled_Date,Actual_Start_Date,Completion_Date,Budgeted_Cost,Actual_Cost,Labor_Hours,Parts_Cost,Vendor,Priority,Status,Location,Downtime_Hours,Technician_Count,Cost_Variance,Cost_Variance_Percent
M2185,A57,B737,Emergency,Electrical,2022-01-05,,,,62837.0,,24854.0,InHouse,,,Tokyo,58.0,5.0,,
M4610,A47,B777,scheduled,,,,2023-07-21,21644.0,15382.0,,14407.0,,,Completed,,,10.0,-6262.0,-28.93
M4958,A17,B777,,Hydraulics,,2023-12-06,2023-12-06,38317.0,50935.0,,,,,Delayed,Dallas,123.0,1.0,12618.0,32.93
M4978,A54,,,,,,,47648.0,65303.0,,,V-C,Medium,InProgress,NewYork,69.0,,,
M1583,A15,b737,Unscheduled,Hydraulics,2023-02-26,2023-03-08,2023-03-08,93463.0,132674.0,,56680.0,,,InProgress,,,,39211.0,41.95
M4933,A43,A350,Unscheduled,LandingGear,2023-05-22,2023-05-29,2023-06-03,128395.0,141760.0,18.0,,,,Cancelled,Tokyo,108.0,8.0,13365.0,
M4473,A29,B777,,Electrical,2024-09-10,2024-09-14,,77173.0,57911.0,12.0,89294.0,V-A,Low,Delayed,Paris,,9.0,,-24.96
M3605,A06,A-320,,Structure,2022-02-06,2022-02-08,2022-02-11,46073.0,,,19602.0,V-C,Medium,completed,NewYork,89.0,,,
M1071,A23,B787,,,2023-02-07,,2023-02-15,128905.0,173791.0,172.0,,InHouse,High,Delayed,Singapore,,4.0,44886.0,34.82
M1776,A48,B737,,LandingGear,,2023-04-03,2023-04-05,,,198.0,,V-B,Critical,,Singapore,120.0,,-35165.0,
M4886,A60,B737,scheduled,Engine,,2022-10-18,,13278.0,15526.0,191.0,,V-A,,Delayed,Toronto,90.0,4.0,2248.0,16.93
M1284,A05,A-320,Preventive,LandingGear,2023-07-21,2023-07-18,2023-07-24,,147094.0,90.0,67911.0,V-C,,,Frankfurt,,5.0,45483.0,
M4044,A54,,scheduled,Avionics,,2022-05-27,,,134844.0,5.0,,InHouse,,InProgress,Paris,102.0,8.0,,22.7
M1621,A46,,,,2024-01-17,2024-01-17,2024-01-20,123460.0,112158.0,,48938.0,,,,NewYork,130.0,,,-9.15
M3796,A43,,,Avionics,2023-10-04,,2023-10-21,68870.0,78020.0,,,InHouse,,Cancelled,Amsterdam,45.0,,,
M1837,A02,,Emergency,Avionics,,2024-06-24,2024-06-24,135672.0,164319.0,103.0,86355.0,,High,Delayed,Tokyo,120.0,,28647.0,
M4906,A15,,Scheduled,,,,2024-08-20,82819.0,71985.0,,8993.0,InHouse,,,,75.0,,,-13.08
M1020,A28,,Unscheduled,,2022-10-28,2022-10-30,2022-10-30,81096.0,95765.0,55.0,64195.0,InHouse,High,Completed,Paris,50.0,7.0,14669.0,18.09
M971,A25,,Scheduled,Structure,2022-01-20,,,57335.0,81623.0,177.0,,InHouse,,Delayed,Toronto,136.0,7.0,24288.0,
M1327,A51,B737,Emergency,Avionics,,2024-06-02,2024-06-03,144168.0,126080.0,220.0,71937.0,V-C,Critical,completed,Paris,,3.0,-18088.0,
M3113,A04,A320,Unscheduled,Engine,2023-09-26,2023-10-07,,,75261.0,,10458.0,InHouse,,,,,5.0,-31358.0,-29.41
M476,A35,B787,Scheduled,,,,2023-05-28,95076.0,128123.0,,16615.0,InHouse,,Delayed,Chennai,,,,34.76
M2811,A26,,Scheduled,,,2022-11-22,,,152504.0,171.0,,V-B,Low,InProgress,Tokyo,35.0,1.0,44417.0,41.09
M2908,A36,A-320,scheduled,,2024-05-05,2024-05-12,,,76879.0,,,V-A,Medium,,,77.0,,,
M1652,A54,,Emergency,Avionics,2023-07-19,2023-07-23,2023-07-24,12721.0,,,,V-B,High,,,43.0,,,-29.7
M2293,A45,B737,scheduled,Hydraulics,2024-02-09,,2024-02-17,133554.0,191613.0,26.0,21145.0,inhouse,,InProgress,Chennai,,2.0,,43.47
M4953,A23,A320,Scheduled,Electrical,,,,,63544.0,,2932.0,V-C,,,,110.0,2.0,,28.15
M2529,A60,B777,Unscheduled,Hydraulics,2024-01-29,2024-02-03,,141717.0,212387.0,144.0,2912.0,V-C,Low,,Atlanta,15.0,8.0,70670.0,49.87
M4173,A47,B737,,Electrical,2023-10-19,2023-10-28,2023-10-28,59668.0,47776.0,,,V-A,Medium,Cancelled,Mumbai,78.0,,,-19.93
M423,A19,b737,Unscheduled,Avionics,,,2023-01-17,,164187.0,146.0,6155.0,InHouse,High,Delayed,Tokyo,104.0,2.0,38696.0,30.84
M3414,A04,A350,Emergency,Electrical,,2023-08-10,2023-08-15,,84693.0,122.0,73249.0,V-A,,Delayed,,94.0,2.0,-13309.0,
M1374,A52,B787,Unscheduled,Avionics,,,,102135.0,99003.0,,,,,,,,7.0,-3132.0,-3.07
M740,A43,A350,Preventive,LandingGear,,2022-07-18,2022-07-22,,,,24267.0,V-C,Critical,,,,,19815.0,
M4149,A47,B777,,Structure,2024-05-09,2024-05-13,2024-05-16,,,,79180.0,,,,,130.0,6.0,27968.0,
M4798,A15,,,Engine,2022-06-27,,,114978.0,,,65553.0,V-A,,Cancelled,Chicago,101.0,,34287.0,29.82
M868,A44,,,Electrical,,2022-09-19,,,8837.0,125.0,51504.0,,,,,,2.0,,29.88
M2975,A16,A350,,Avionics,,2022-03-13,2022-03-16,70366.0,,113.0,,InHouse,,Delayed,Dubai,106.0,4.0,23176.0,
M1141,A27,B737,Scheduled,,,2022-03-21,,77094.0,,14.0,39528.0,V-B,Low,Completed,Chennai,,1.0,-2456.0,-3.19
M998,A38,B777,scheduled,Avionics,2022-08-24,2022-09-05,2022-09-05,,121841.0,,28889.0,V-B,Critical,completed,,,,,
M1338,A21,A-320,,Electrical,,2022-04-07,,109621.0,128997.0,102.0,53045.0,,Low,InProgress,LosAngeles,66.0,1.0,19376.0,17.68
M542,A58,B777,,Avionics,2022-01-29,,,115561.0,,,,,Critical,completed,London,22.0,1.0,-30171.0,
M1100,A25,,scheduled,Structure,,2024-01-12,2024-01-16,90226.0,133696.0,75.0,59118.0,V-B,High,InProgress,Paris,95.0,,,48.18
M1133,A54,b737,Scheduled,Structure,2022-07-02,,2022-07-10,,,,45555.0,V-A,Medium,Completed,Chennai,,4.0,,7.25
M1201,A26,B777,Unscheduled,,2024-01-13,2024-01-24,2024-01-29,,,,44597.0,V-C,Medium,completed,,,10.0,-10651.0,-17.08
M3590,A38,A350,,LandingGear,2024-03-27,,,110797.0,123217.0,,60391.0,,,Cancelled,Mumbai,,6.0,12420.0,
M2259,A28,A320,Preventive,Electrical,2022-11-11,2022-11-18,2022-11-19,44102.0,,62.0,8647.0,V-B,High,Cancelled,,70.0,,,
M4926,A19,A-320,scheduled,Electrical,2023-10-31,2023-10-31,2023-10-31,,,,87637.0,inhouse,Low,Completed,Mumbai,7.0,,8226.0,42.23
M2963,A12,B777,Scheduled,Engine,,,,50508.0,49219.0,104.0,80487.0,,,,Dubai,,9.0,-1289.0,-2.55
M060,A41,B787,,,,2024-08-13,,,105273.0,,41730.0,,Critical,,Paris,28.0,,-26791.0,
M4939,A23,A320,Emergency,Structure,2022-10-27,,,98151.0,143370.0,,,V-A,,Delayed,London,40.0,,45219.0,46.07
M1939,A10,,,LandingGear,,2024-05-10,2024-05-11,,24016.0,28.0,12423.0,V-C,Low,,Dallas,68.0,,2419.0,11.2
M3407,A24,b737,,Structure,,2022-01-28,2022-01-31,60105.0,71330.0,73.0,,InHouse,,,NewYork,,10.0,11225.0,
M3839,A39,B787,Emergency,,2023-02-11,2023-02-22,2023-02-26,22865.0,24518.0,28.0,6194.0,V-B,Medium,Cancelled,,,,1653.0,
M4711,A38,B737,Emergency,,2023-08-27,2023-09-08,2023-09-10,7170.0,7536.0,,,V-A,Critical,,,99.0,2.0,366.0,
M2814,A46,A-320,Scheduled,,2022-12-09,2022-12-17,2022-12-20,,164952.0,27.0,24874.0,inhouse,Low,,Toronto,29.0,,24469.0,17.42
M3352,A22,b737,Unscheduled,Structure,,,2022-01-25,,,31.0,44568.0,InHouse,,InProgress,Mumbai,,10.0,19599.0,
M3195,A58,,Unscheduled,,,2023-03-04,2023-03-09,,85264.0,,,inhouse,,,,,3.0,,-24.4
M1079,A42,,Scheduled,Avionics,2024-05-04,,2024-05-12,74389.0,,176.0,76964.0,,Low,Delayed,NewYork,140.0,4.0,-4447.0,-5.98
M4378,A11,A320,Unscheduled,Structure,2024-05-30,2024-06-06,,73876.0,77009.0,,40390.0,,Low,Cancelled,NewYork,,,3133.0,
M3859,A47,B777,scheduled,Electrical,,2024-03-26,2024-03-30,107295.0,124904.0,,47966.0,inhouse,,completed,Atlanta,104.0,10.0,17609.0,16.41
M4979,A11,b737,Preventive,,2023-05-09,,,,65754.0,126.0,86648.0,V-C,High,,London,50.0,5.0,7287.0,12.46
M4931,A58,A320,Emergency,Engine,,2022-02-19,2022-02-23,43367.0,46042.0,129.0,,,,Completed,NewYork,,5.0,2675.0,
M2631,A39,b737,,Avionics,,2022-11-30,2022-12-05,,157198.0,,59140.0,InHouse,,Cancelled,Atlanta,30.0,1.0,29193.0,
M3291,A45,,,Structure,2022-12-02,2022-12-04,,,69124.0,51.0,38876.0,,Medium,Cancelled,LosAngeles,31.0,7.0,17872.0,
M3183,A05,,Unscheduled,Engine,2023-09-08,,2023-09-17,61478.0,89450.0,207.0,,V-C,Medium,,Chennai,117.0,10.0,27972.0,45.5
M941,A60,B787,Scheduled,LandingGear,2023-06-04,2023-06-05,2023-06-09,,15513.0,,15126.0,V-C,High,completed,,47.0,,,
M1081,A36,B777,Scheduled,Avionics,2023-11-11,2023-11-09,2023-11-14,60945.0,68701.0,104.0,74499.0,,,completed,Singapore,,1.0,7756.0,12.73
M188,A35,,Emergency,Electrical,2023-06-08,2023-06-08,2023-06-14,,31944.0,215.0,6453.0,,,Cancelled,LosAngeles,68.0,5.0,,-8.57
M3476,A45,A-320,,Hydraulics,,,2023-01-07,108450.0,105261.0,,,InHouse,High,Delayed,Chennai,,2.0,,-2.94
M3894,A20,B737,scheduled,Hydraulics,,2022-11-28,2022-11-28,118842.0,149283.0,,,V-A,,Cancelled,Paris,,2.0,,
M2086,A30,b737,Emergency,Engine,2023-04-14,,2023-04-26,75462.0,100549.0,61.0,29153.0,InHouse,Medium,,Dubai,139.0,,25087.0,
M2250,A38,A-320,scheduled,Avionics,2022-09-21,,2022-09-30,26423.0,38954.0,20.0,,InHouse,Medium,,Chicago,82.0,8.0,,47.42
M3443,A18,b737,,LandingGear,,2024-05-31,2024-06-01,,81306.0,,,,Low,Completed,Tokyo,122.0,10.0,,33.29
M3605,A06,A-320,,Structure,2022-02-06,2022-02-08,2022-02-11,46073.0,,,19602.0,V-C,Medium,completed,NewYork,89.0,,,
M2024,A05,A350,,Engine,,2024-09-01,2024-09-02,,33337.0,,43733.0,inhouse,,Cancelled,,58.0,10.0,,-10.07
M3543,A44,,,Structure,,2024-05-17,,12767.0,,113.0,77934.0,V-C,Critical,InProgress,Toronto,,,6250.0,48.95
M1493,A57,b737,Emergency,Hydraulics,2023-04-03,,2023-04-14,70636.0,,115.0,58883.0,V-B,,Completed,,145.0,3.0,-5178.0,-7.33
M4447,A02,B787,,Electrical,2022-02-24,2022-03-07,,51818.0,66955.0,,,InHouse,High,Completed,Paris,148.0,5.0,15137.0,29.21
M227,A07,A350,Unscheduled,,2022-02-03,,,,76224.0,195.0,,,Medium,Delayed,Chicago,,6.0,13318.0,
M1014,A13,,,Engine,2024-04-25,2024-04-28,,30319.0,44303.0,,16869.0,V-B,,Completed,LosAngeles,69.0,8.0,13984.0,46.12
M2584,A20,B787,,Engine,,,2023-02-12,97651.0,76177.0,144.0,7317.0,InHouse,Low,InProgress,,145.0,7.0,-21474.0,-21.99
M1930,A12,,Preventive,LandingGear,,2023-12-14,2023-12-14,,60649.0,,42359.0,V-C,Low,InProgress,Dubai,,7.0,8338.0,15.94
M4050,A56,B777,Emergency,,,2022-04-23,,123829.0,,,,,Critical,,LosAngeles,107.0,8.0,33728.0,
M2768,A52,A-320,,,2023-11-13,2023-11-21,2023-11-21,100998.0,77759.0,182.0,48609.0,,,Cancelled,,138.0,5.0,-23239.0,-23.01
M1405,A47,,Unscheduled,LandingGear,,,,,42511.0,173.0,,V-A,,Cancelled,Toronto,42.0,,6381.0,17.66
M2180,A55,A350,Emergency,Avionics,2023-12-11,,2023-12-08,45946.0,37594.0,93.0,81766.0,,High,Completed,,89.0,5.0,-8352.0,
M698,A30,b737,,Hydraulics,,,,29511.0,28895.0,32.0,,,,Cancelled,Toronto,115.0,,-616.0,-2.09
M1125,A16,A350,,,2023-06-27,2023-06-28,2023-07-02,,,135.0,,V-C,Medium,Completed,London,,,15644.0,15.04
M3698,A25,A-320,Emergency,,2022-10-07,,,89303.0,79290.0,149.0,,V-A,,Cancelled,Frankfurt,118.0,,-10013.0,
M3860,A51,A350,,Electrical,,,,,47913.0,,,InHouse,,Cancelled,,,8.0,6683.0,16.21
M1779,A31,,Preventive,,,2023-12-09,,,127901.0,,33253.0,V-B,,InProgress,,,,21614.0,
M2635,A09,,,LandingGear,2024-07-25,2024-07-25,,,15578.0,154.0,,V-A,,completed,Singapore,64.0,6.0,4460.0,
M3092,A18,B777,scheduled,Avionics,2022-08-29,,,74184.0,63709.0,,,,Critical,Completed,LosAngeles,,6.0,-10475.0,-14.12
M3781,A46,A320,Emergency,,,,2022-08-13,114763.0,,196.0,,,,,Amsterdam,39.0,4.0,46517.0,40.53
M1038,A15,B787,scheduled,Electrical,,2022-12-17,2022-12-20,117670.0,,,,,Medium,InProgress,,10.0,9.0,-12645.0,-10.75
M4827,A05,,Preventive,,,2023-07-14,,138807.0,127185.0,151.0,11508.0,V-C,,,Chennai,76.0,3.0,,
M2257,A44,A-320,Emergency,,2023-02-24,2023-03-04,2023-03-04,129458.0,173312.0,,42505.0,,,Cancelled,Frankfurt,,,43854.0,
M1371,A29,B777,,Electrical,2023-08-07,2023-08-11,2023-08-13,72758.0,66983.0,74.0,54728.0,V-C,Critical,,,,3.0,,
M2655,A24,A320,Emergency,,2022-09-01,2022-08-29,2022-08-29,72587.0,55023.0,,69985.0,InHouse,Low,completed,London,,,,-24.2
M314,A13,A350,Preventive,,2022-10-19,2022-10-27,2022-10-30,77484.0,68266.0,6.0,,V-B,Low,completed,LosAngeles,148.0,2.0,-9218.0,-11.9
M2650,A51,A350,Scheduled,Hydraulics,2023-01-21,,2023-01-26,,95919.0,117.0,37889.0,V-A,Medium,Completed,,,,,-18.91
M2282,A52,,,Hydraulics,,2024-07-28,,55169.0,,28.0,78780.0,inhouse,,Cancelled,Atlanta,,5.0,2979.0,5.4
M3448,A58,B787,Preventive,Engine,2022-02-22,,,,6129.0,122.0,,InHouse,Medium,,Tokyo,20.0,2.0,205.0,3.46
M4138,A22,,scheduled,LandingGear,2023-02-23,2023-02-23,2023-02-25,28107.0,26321.0,146.0,86204.0,,,InProgress,,10.0,8.0,-1786.0,
M2548,A52,A-320,scheduled,,,2024-04-17,2024-04-17,,48068.0,,3811.0,InHouse,,Delayed,Amsterdam,,6.0,,
M1417,A45,A-320,Preventive,Electrical,2024-01-23,2024-01-20,2024-01-21,,107603.0,103.0,23389.0,,,,,29.0,3.0,160.0,0.15
M1037,A18,A320,Scheduled,,2024-05-17,2024-05-16,2024-05-19,33170.0,37773.0,180.0,56478.0,,Critical,completed,NewYork,7.0,2.0,4603.0,13.88
M2160,A43,B787,,,,,,44511.0,36811.0,,56232.0,,Critical,Delayed,Atlanta,,,-7700.0,-17.3
M2985,A50,,Scheduled,Engine,2024-05-23,,2024-05-29,140848.0,116550.0,81.0,,inhouse,Critical,Cancelled,NewYork,,9.0,,-17.25
M3138,A57,,,Avionics,2022-09-11,,2022-09-15,,179738.0,136.0,57613.0,,,InProgress,,,6.0,51922.0,40.62
M4815,A04,A350,Scheduled,Avionics,2022-01-17,,2022-01-18,,100097.0,,,inhouse,High,InProgress,Atlanta,,10.0,4922.0,
M1755,A50,B777,Unscheduled,LandingGear,2024-08-16,,2024-08-23,12786.0,17399.0,,59064.0,V-B,High,completed,Dubai,38.0,1.0,4613.0,
M4114,A16,,Emergency,LandingGear,2023-12-05,,,39015.0,41735.0,59.0,72586.0,V-B,Low,Delayed,Dallas,,4.0,,6.97
M3717,A09,A320,,Hydraulics,,,2022-02-25,,,54.0,83890.0,inhouse,Critical,InProgress,Chennai,68.0,1.0,35345.0,
M4437,A38,b737,Preventive,Hydraulics,2022-09-24,,,18524.0,17090.0,,77524.0,V-C,High,Cancelled,,,,-1434.0,-7.74
M3385,A47,b737,scheduled,Structure,,,2024-01-01,142666.0,143834.0,147.0,84397.0,,Critical,completed,,120.0,7.0,1168.0,
M2521,A53,B787,scheduled,Electrical,,2023-03-30,2023-04-01,,,19.0,57878.0,V-A,Medium,Completed,Frankfurt,91.0,1.0,-6975.0,-14.27
M874,A33,b737,scheduled,Hydraulics,,2022-11-08,2022-11-08,,72372.0,127.0,82062.0,V-B,Medium,,Dubai,133.0,6.0,-633.0,
M234,A17,A350,Preventive,LandingGear,2024-06-25,2024-07-04,2024-07-08,,56963.0,,36200.0,inhouse,,InProgress,Toronto,29.0,2.0,,
M4337,A33,,Emergency,Structure,2024-08-02,,,76987.0,,,33555.0,inhouse,Medium,Completed,NewYork,29.0,,,-21.4
M1507,A06,A-320,,,,2024-09-29,,79201.0,,176.0,,InHouse,,completed,,25.0,9.0,,21.43
M3635,A40,A320,,,2023-03-17,2023-03-16,2023-03-17,5051.0,6138.0,,70931.0,InHouse,,,,125.0,8.0,1087.0,
M1924,A19,,Emergency,LandingGear,2023-02-12,,,44325.0,,,69856.0,,Low,Delayed,Dallas,,3.0,-4711.0,
M449,A11,b737,,,2022-12-28,,,,,51.0,,,High,InProgress,LosAngeles,,6.0,9474.0,
M3740,A12,,Preventive,,,2022-04-08,2022-04-10,,44764.0,187.0,,InHouse,High,InProgress,Dallas,132.0,4.0,-15549.0,
M3338,A54,A-320,,,2022-02-09,2022-02-09,2022-02-09,67272.0,89183.0,,36243.0,,Critical,completed,Dubai,,2.0,21911.0,32.57
M3726,A26,,,Electrical,,,,148829.0,165703.0,20.0,87403.0,,High,InProgress,LosAngeles,,2.0,16874.0,11.34
M4195,A02,B787,Preventive,Electrical,,2022-05-07,2022-05-10,130663.0,113487.0,144.0,58833.0,V-C,,,,46.0,3.0,,-13.15
M362,A13,A-320,scheduled,,2023-01-21,2023-01-19,,49648.0,37141.0,18.0,61943.0,V-A,,Cancelled,Singapore,,,,-25.19
M2184,A31,,,LandingGear,2024-07-30,,,142556.0,,89.0,68203.0,V-C,,,LosAngeles,65.0,5.0,,6.88
M1135,A51,,scheduled,Engine,2022-04-07,,2022-04-23,,162532.0,,27033.0,V-B,Critical,InProgress,Frankfurt,60.0,3.0,,
M3200,A51,B777,Unscheduled,LandingGear,,2024-08-06,,62272.0,,8.0,36701.0,,Medium,,,,5.0,-9309.0,-14.95
M4621,A26,,Unscheduled,Hydraulics,,2024-06-27,,145864.0,193133.0,,82482.0,V-B,Critical,Cancelled,Dallas,109.0,7.0,47269.0,32.41
M2156,A40,B737,Preventive,Hydraulics,,,2022-02-09,59731.0,53894.0,158.0,63340.0,V-B,,Cancelled,Chicago,23.0,9.0,,
M1831,A54,,Preventive,,,2023-04-23,2023-04-27,89598.0,132571.0,,72964.0,V-B,Medium,completed,NewYork,,,,
M1054,A58,A350,Emergency,Hydraulics,,2023-02-14,2023-02-15,,13199.0,107.0,,,Medium,InProgress,Frankfurt,38.0,7.0,3906.0,
M2461,A31,b737,Scheduled,LandingGear,2024-03-06,2024-03-17,,,129970.0,,86290.0,V-B,,Cancelled,,,2.0,,
M023,A59,A-320,Scheduled,Engine,2022-07-28,2022-08-02,,133065.0,,167.0,56518.0,V-C,,,London,38.0,5.0,-13188.0,-9.91
M2067,A16,,Scheduled,Electrical,,,2024-04-06,59323.0,88837.0,17.0,,InHouse,High,,Mumbai,42.0,1.0,29514.0,
M1654,A03,,scheduled,LandingGear,2022-08-01,,2022-08-09,,67586.0,48.0,82776.0,,,,Singapore,78.0,2.0,,0.28
M4752,A16,B787,scheduled,,,,2022-03-01,52518.0,,168.0,58390.0,InHouse,,Delayed,Dallas,,10.0,,-8.4
M4182,A48,,Unscheduled,Structure,2023-07-30,2023-08-02,2023-08-04,,,108.0,10195.0,V-C,Critical,Delayed,Frankfurt,110.0,,35566.0,29.96
M2744,A14,,scheduled,,2023-11-11,2023-11-14,2023-11-16,10567.0,10297.0,,13657.0,V-A,,,Toronto,33.0,8.0,,-2.56
M3700,A48,B737,Preventive,,2023-05-24,2023-05-21,,125642.0,165864.0,,81150.0,,Low,completed,Dallas,,1.0,40222.0,
M4839,A44,B737,Scheduled,Engine,,2024-01-20,2024-01-25,118386.0,,53.0,,inhouse,Critical,,,26.0,1.0,,-22.48
M2469,A35,B737,Unscheduled,Electrical,2023-12-28,,,61748.0,74507.0,25.0,,V-A,High,Delayed,,,,12759.0,20.66
M2326,A11,A320,Unscheduled,Electrical,,,2023-08-21,61200.0,48594.0,87.0,35608.0,inhouse,,Cancelled,,79.0,,-12606.0,
M461,A12,A-320,Scheduled,Electrical,,2023-06-26,,,73283.0,,22906.0,,Medium,Delayed,Chennai,,5.0,,31.32
M1068,A24,b737,,Structure,,2022-06-29,,81394.0,121029.0,,12471.0,V-A,High,,London,30.0,,39635.0,48.7
M088,A27,A350,Emergency,Avionics,,2022-05-23,2022-05-24,144062.0,125637.0,,41846.0,V-C,,,Chicago,,10.0,-18425.0,-12.79
M1431,A01,B777,Unscheduled,Avionics,2024-02-26,,,52395.0,,167.0,85871.0,V-C,,,Atlanta,132.0,5.0,-10484.0,-20.01
M3492,A34,A-320,scheduled,LandingGear,,2024-04-02,,33316.0,,5.0,87906.0,,Low,InProgress,Dubai,114.0,8.0,2090.0,6.27
M283,A49,B787,,Hydraulics,2023-11-11,2023-11-18,2023-11-21,99580.0,,148.0,86105.0,V-A,Critical,,Frankfurt,,10.0,-6487.0,-6.51
M2484,A13,A350,,Structure,,,2022-05-27,24583.0,,76.0,25367.0,V-A,,,Singapore,,6.0,,31.42
M463,A51,B787,scheduled,Structure,2022-08-12,2022-08-13,2022-08-18,62963.0,,,,,Critical,Cancelled,Frankfurt,,2.0,22997.0,36.52
M213,A21,,Preventive,,,2023-03-23,2023-03-25,81461.0,74031.0,,,V-C,Low,Delayed,,24.0,4.0,-7430.0,
M2589,A60,,Unscheduled,,2022-09-04,2022-09-04,,,,,,V-A,Medium,,Dubai,,,,-12.7
M4678,A58,A350,,LandingGear,,2024-03-24,2024-03-24,,145505.0,,78557.0,V-A,Critical,InProgress,Mumbai,118.0,,26679.0,
M2908,A36,A-320,scheduled,,2024-05-05,2024-05-12,,,76879.0,,,V-A,Medium,,,77.0,,,
M2582,A49,A-320,Unscheduled,,,2022-07-01,,,,211.0,,,,InProgress,Frankfurt,,,442.0,0.43
M1369,A16,B737,,Electrical,,,2022-06-29,59098.0,,79.0,69749.0,inhouse,,completed,Paris,,5.0,2437.0,
M235,A38,A320,scheduled,Engine,2023-11-16,2023-11-24,2023-11-29,113524.0,,220.0,,,Low,completed,Singapore,126.0,10.0,54101.0,
M4537,A15,A320,Emergency,,,2023-07-16,2023-07-18,126268.0,,28.0,77680.0,InHouse,,Delayed,,28.0,4.0,,-23.74
M598,A24,A320,Unscheduled,Engine,2022-01-05,,2022-01-07,57884.0,,,56270.0,V-A,Critical,,,,2.0,25645.0,44.3
M2352,A15,A-320,scheduled,,,,2022-04-15,,110596.0,,,InHouse,High,InProgress,Mumbai,,7.0,-1256.0,-1.12
M2251,A47,b737,,,,2022-08-13,,68222.0,74882.0,,89433.0,InHouse,,Completed,NewYork,125.0,9.0,6660.0,9.76
M4709,A05,,Emergency,,2024-04-02,2024-04-10,,26839.0,,175.0,,V-A,High,InProgress,Tokyo,92.0,1.0,12811.0,47.73
M2284,A41,A320,,Avionics,,2023-11-01,,,,81.0,,,Medium,completed,,89.0,3.0,36944.0,34.18
M663,A25,B737,,Avionics,2023-06-26,,,77337.0,67130.0,,79883.0,,Critical,completed,Mumbai,53.0,4.0,-10207.0,
M3923,A20,B787,,,2023-01-27,2023-01-30,,139356.0,143488.0,,8144.0,,Medium,Delayed,Dallas,,3.0,4132.0,2.97
M2286,A20,B787,,Avionics,2023-09-29,,2023-10-09,116979.0,,127.0,53738.0,,,,Frankfurt,,,-35029.0,
M4812,A21,A-320,,Electrical,2024-08-09,2024-08-12,2024-08-14,104009.0,89508.0,12.0,36228.0,V-B,,InProgress,Tokyo,103.0,5.0,-14501.0,-13.94
M4915,A13,A320,scheduled,,2023-11-22,2023-12-01,,132632.0,,,,inhouse,,,,,7.0,,10.66
M3440,A11,,Emergency,Avionics,,2022-06-21,2022-06-23,,163599.0,118.0,80617.0,V-B,Low,Cancelled,Paris,,5.0,25179.0,18.19
M554,A26,b737,,Avionics,,2022-02-18,,23333.0,21944.0,190.0,73938.0,,Low,InProgress,,134.0,,,
M3307,A34,B787,Unscheduled,Electrical,,,,54985.0,44182.0,173.0,89090.0,V-B,,InProgress,London,,,-10803.0,-19.65
M2991,A07,b737,Scheduled,LandingGear,2023-11-19,2023-11-23,,,110721.0,,16925.0,,Critical,Delayed,,12.0,8.0,,
M2895,A29,,Preventive,LandingGear,2022-06-22,2022-06-28,,,55278.0,25.0,88070.0,,,Delayed,,26.0,8.0,-386.0,
M780,A22,b737,scheduled,Hydraulics,,2024-07-27,,61765.0,,114.0,,,Low,,Chennai,141.0,,18887.0,30.58
M2545,A05,b737,,,,,2024-02-04,48676.0,34265.0,,6320.0,,High,,Chennai,142.0,8.0,-14411.0,-29.61
M4303,A21,B777,Unscheduled,LandingGear,,2023-07-15,2023-07-19,,59542.0,171.0,,,Critical,Delayed,,144.0,,,
M4332,A30,A-320,Emergency,Hydraulics,,,,34596.0,,,51529.0,,,InProgress,LosAngeles,61.0,3.0,8182.0,23.65
M4237,A30,B787,Scheduled,Structure,2022-08-15,2022-08-17,,33428.0,36867.0,103.0,,InHouse,Low,,Dallas,89.0,2.0,3439.0,10.29
M4175,A51,B737,Unscheduled,,,2023-07-03,2023-07-07,,116723.0,69.0,55235.0,,,Delayed,,86.0,7.0,37039.0,46.48
M4767,A32,,Preventive,Electrical,2022-10-07,,2022-10-14,126442.0,181713.0,53.0,22440.0,V-B,,,Amsterdam,59.0,4.0,55271.0,43.71
M4300,A25,,Preventive,,2024-05-21,2024-05-23,2024-05-26,125624.0,95396.0,,83434.0,,Low,Delayed,,51.0,,-30228.0,-24.06
M686,A12,B787,Unscheduled,Engine,2022-04-24,,2022-04-25,13419.0,15879.0,106.0,56524.0,InHouse,Medium,completed,Amsterdam,,,2460.0,
M3244,A21,,scheduled,Engine,,2022-09-30,2022-10-03,58695.0,60216.0,182.0,69459.0,InHouse,Low,completed,Singapore,68.0,5.0,,2.59
M1749,A55,A320,Preventive,,2023-01-10,2023-01-18,,,,190.0,12327.0,,,Cancelled,Paris,,6.0,,40.92
M3632,A58,B777,,Structure,,,,56410.0,58046.0,,17296.0,V-C,Critical,Delayed,Paris,,5.0,1636.0,
M4481,A10,A-320,,Avionics,,2024-04-02,,11949.0,12111.0,143.0,20348.0,V-B,Critical,completed,Chicago,,8.0,162.0,1.36
M2838,A11,,Scheduled,Structure,2023-01-08,,2023-01-10,41830.0,49379.0,,,InHouse,High,InProgress,Tokyo,42.0,7.0,7549.0,
M3033,A46,A350,,Electrical,,2022-06-30,2022-07-05,,,,6724.0,InHouse,Critical,Completed,London,71.0,2.0,-9105.0,-19.18
M2172,A30,b737,,Structure,2023-09-27,2023-10-09,,,118147.0,63.0,79531.0,InHouse,,,,,5.0,,
